q01,q02,q03,q04,q05,q06,q06a,q07,q07a,q07b,q08,q09,q10,q11,q12,q13,q14
a,b,b,a,c,b,c,a,b,a,b,a,k,b,e,c,a
a,b,b,a,e,d,NA,b,NA,NA,b,a,f,b,c,a,a
a,b,b,d,d,c,b,a,c,c,a,b,f,b,c,d,d
a,b,b,a,d,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,e,a,d,a,a,a,d,b,a,c,a,e,d,e
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,d,c,c,b,b,NA,NA,b,a,f,a,c,b,f
a,b,b,b,e,d,c,b,NA,NA,a,a,e,b,c,d,b
a,b,b,d,c,c,NA,b,NA,NA,b,a,f,a,c,b,f
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,e,a,d,a,a,a,d,b,a,c,a,e,d,e
a,b,b,a,d,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,b,e,d,c,b,NA,NA,a,a,e,b,c,d,b
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,d,c,c,NA,b,NA,NA,b,a,f,a,c,b,f
a,b,b,a,e,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,e,f,d,NA,b,NA,NA,b,a,m,a,d,d,a
a,b,b,a,h,c,c,b,NA,NA,b,a,c,a,e,a,e
a,b,b,d,g,c,c,b,NA,NA,a,b,m,b,e,b,b
a,b,b,d,g,c,c,b,NA,NA,a,a,m,a,e,b,a
a,b,b,a,c,d,NA,a,d,c,b,a,m,a,c,c,e
a,b,b,a,c,d,NA,b,NA,NA,a,a,t,b,e,a,b
a,b,b,d,c,d,d,a,c,a,b,a,b,b,e,d,e
a,b,b,d,c,d,b,a,d,a,a,a,f,b,d,b,a
a,b,b,a,a,d,NA,a,d,a,a,a,j,b,d,b,f
a,b,b,a,e,c,b,a,d,a,a,b,j,a,c,c,d
a,b,b,e,c,d,NA,b,NA,NA,b,a,e,b,d,d,b
a,b,b,a,d,a,b,b,NA,NA,a,a,f,a,c,d,f
a,b,b,d,c,d,d,a,d,d,b,a,j,b,d,d,f
a,b,b,e,d,d,d,b,NA,NA,a,b,f,b,c,b,f
a,b,b,b,h,NA,NA,b,NA,NA,a,b,j,NA,c,d,a
a,b,b,b,a,d,NA,a,c,d,b,b,k,b,c,c,b
a,b,b,e,c,d,c,b,d,d,b,a,k,b,d,d,g
a,b,b,b,e,d,a,b,NA,NA,b,a,NA,b,e,c,f
a,b,b,e,d,d,NA,a,d,a,b,a,f,a,d,d,b
a,b,b,b,e,d,NA,a,d,c,a,a,t,b,d,d,a
a,b,b,a,d,d,NA,a,c,a,a,a,k,a,d,d,f
a,b,b,d,c,d,NA,b,NA,NA,b,a,f,a,e,c,b
a,b,b,e,c,d,a,a,d,a,b,a,f,a,e,d,a
a,b,b,a,c,c,c,a,c,c,a,b,k,b,c,d,d
a,b,b,a,c,d,NA,a,c,d,b,a,f,a,d,d,f
a,b,b,a,e,d,d,NA,b,NA,NA,a,a,NA,c,d,e
a,b,b,e,f,d,NA,b,NA,NA,b,a,n,a,d,d,a
a,b,b,e,d,a,a,b,NA,NA,a,a,f,b,c,c,a
a,b,b,e,f,c,c,b,NA,NA,b,b,k,a,d,b,f
a,b,b,a,a,a,d,a,d,a,a,b,f,a,e,c,a
a,b,b,e,i,b,b,a,c,a,b,a,i,a,d,b,c
a,b,b,a,c,c,a,b,NA,NA,a,a,f,b,d,c,e
a,b,b,e,d,a,a,b,NA,NA,a,a,f,b,c,c,a
a,b,b,a,a,d,a,a,d,a,a,b,NA,a,e,c,a
a,b,b,a,d,a,b,a,a,a,b,a,f,b,c,c,d
a,b,b,a,f,c,a,a,b,c,a,b,f,b,d,a,d
a,b,b,a,d,c,b,b,NA,NA,a,b,f,a,d,d,f
a,b,b,b,f,c,d,b,NA,NA,b,a,k,b,c,b,d
a,b,b,b,f,a,b,a,c,c,b,a,f,b,e,b,c
a,b,b,e,f,d,a,a,d,d,b,b,k,b,c,d,g
a,b,b,e,i,d,d,a,a,d,b,a,f,b,c,b,d
a,b,b,e,d,d,b,b,NA,NA,b,b,f,b,c,d,f
a,b,b,d,c,d,a,b,NA,NA,a,a,NA,b,e,b,f
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,b,e,d,d,b,b,NA,NA,b,b,j,b,c,d,f
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,NA,e,c,b,b,a,a,a,b,a,e,NA,a,d,e
a,c,a,e,g,d,NA,b,NA,NA,a,a,j,b,e,d,f
a,c,a,d,g,d,d,a,b,a,a,a,d,b,d,b,a
a,c,a,a,e,d,b,a,d,a,b,a,j,a,e,b,f
a,c,a,d,c,d,NA,a,d,d,b,a,NA,b,f,d,f
a,c,a,a,g,d,b,a,d,d,a,a,b,b,e,d,b
a,c,a,d,g,d,b,a,d,d,a,b,f,b,e,c,d
a,c,a,e,e,d,NA,b,NA,NA,a,a,f,b,f,d,f
a,c,a,d,b,c,a,a,c,a,b,a,f,a,b,b,f
a,c,a,d,b,c,b,a,d,b,a,a,k,b,c,d,a
a,c,a,e,c,d,NA,a,d,a,b,a,f,b,e,d,f
a,c,a,d,c,d,d,a,c,a,b,a,f,b,e,b,e
a,c,a,a,c,c,b,a,c,c,a,a,e,a,c,c,d
a,c,a,e,c,b,a,a,NA,NA,a,a,t,NA,d,d,a
a,c,a,d,c,d,d,a,c,d,a,b,f,b,e,b,b
a,c,a,e,e,d,NA,b,NA,NA,b,a,f,b,e,d,g
a,c,a,d,c,d,NA,a,c,a,b,a,f,b,d,a,a
a,c,a,d,c,d,NA,a,d,a,b,a,f,b,d,b,d
a,c,a,a,a,d,NA,b,NA,NA,a,b,f,b,e,b,g
a,c,a,a,f,d,b,a,b,d,a,b,k,b,d,d,b
a,c,a,d,g,c,a,a,d,a,a,b,d,b,NA,a,e
a,c,a,d,c,b,b,a,a,a,a,b,f,b,d,b,a
a,c,a,a,h,c,d,a,c,a,a,b,j,b,d,c,d
a,c,a,a,a,c,d,b,NA,NA,a,b,e,NA,c,b,d
a,c,a,d,e,d,NA,b,NA,NA,b,a,b,b,e,b,f
a,c,a,a,d,d,a,b,NA,NA,a,a,NA,b,e,c,b
a,c,a,a,c,d,b,a,d,a,b,a,f,a,e,b,a
a,c,a,a,c,d,NA,a,d,a,b,a,d,b,e,d,b
a,c,a,a,a,d,c,a,d,d,a,a,k,a,e,a,d
a,c,a,d,c,a,a,b,NA,NA,b,a,t,b,e,b,f
a,c,a,a,a,d,c,a,d,d,a,a,k,a,e,c,d
a,c,a,a,c,d,NA,a,d,a,b,a,d,b,e,d,b
a,c,a,a,c,d,b,a,d,a,b,a,f,a,e,b,a
a,c,a,a,d,d,a,b,NA,NA,a,a,NA,b,d,c,b
a,c,a,e,d,d,NA,b,NA,NA,b,a,j,b,d,b,b
a,c,a,a,c,d,NA,a,d,a,b,a,d,b,e,d,b
a,c,a,a,c,d,NA,a,d,a,b,a,d,b,e,d,b
a,c,a,b,i,c,a,a,d,d,b,a,NA,b,d,b,d
a,c,a,d,d,d,NA,b,NA,NA,b,a,NA,b,c,d,b
a,c,a,d,c,a,a,b,NA,NA,b,a,t,b,e,b,f
a,c,a,a,d,d,a,b,NA,NA,a,a,NA,b,e,c,b
a,c,a,e,i,c,b,b,NA,NA,b,a,j,a,e,a,f
a,c,a,d,e,d,a,b,NA,NA,b,a,m,b,e,c,b
a,c,a,d,c,d,NA,a,d,a,b,a,f,b,e,b,d
a,c,a,d,e,d,b,a,d,a,b,a,f,a,d,c,f
a,c,a,a,a,d,a,a,c,a,a,b,NA,a,e,b,b
a,c,a,b,c,d,NA,a,c,d,b,a,f,b,e,b,g
a,c,a,d,a,d,d,b,NA,NA,b,a,f,b,e,d,b
a,c,a,b,d,d,NA,a,c,d,a,a,f,a,e,b,b
a,c,a,d,f,d,NA,b,NA,NA,a,a,f,b,NA,d,f
a,c,a,a,c,d,d,a,d,d,a,a,k,b,e,d,b
a,c,a,d,c,d,b,b,NA,NA,a,b,f,b,d,b,a
a,c,a,d,c,c,b,b,NA,NA,a,a,f,b,e,b,f
a,c,a,e,c,b,b,a,d,a,a,a,b,b,d,a,b
a,c,a,d,c,d,NA,a,d,a,b,a,f,b,e,b,d
a,c,a,d,e,d,NA,b,NA,NA,b,a,m,b,e,b,b
a,c,a,e,c,d,NA,b,NA,NA,b,a,f,b,c,b,b
a,c,a,a,d,d,NA,a,d,d,a,a,f,b,c,c,b
a,c,a,d,c,a,b,a,c,d,a,a,f,a,c,d,d
a,c,a,a,c,d,NA,b,NA,NA,a,a,m,b,e,d,b
a,c,a,e,f,d,NA,b,NA,NA,b,a,j,a,c,c,b
a,c,a,a,d,d,a,b,NA,NA,a,a,m,b,e,c,d
a,c,a,d,e,d,b,a,d,a,b,a,f,a,d,c,f
a,c,a,d,e,d,NA,b,NA,NA,b,a,m,b,e,b,b
a,c,a,a,b,d,c,a,NA,NA,b,b,k,a,d,b,f
a,c,a,c,g,b,b,a,a,a,a,a,k,a,d,b,f
a,c,a,e,c,NA,NA,a,d,d,a,a,j,b,d,c,g
a,c,a,e,c,d,b,a,d,a,a,a,k,b,e,c,b
a,c,a,d,f,d,d,b,NA,NA,b,b,k,a,c,b,d
a,c,a,a,h,d,b,a,d,d,b,a,f,b,a,c,d
a,c,a,a,d,a,a,a,c,a,b,a,f,a,b,c,f
a,c,a,d,g,c,b,a,d,d,a,b,f,a,e,c,d
a,c,b,b,d,d,NA,a,d,a,b,a,NA,b,e,d,a
a,c,b,e,c,d,b,b,d,a,b,a,f,b,d,d,b
a,c,b,c,a,c,a,b,NA,NA,b,a,NA,b,e,c,b
a,c,b,a,a,d,NA,a,d,a,a,a,k,b,e,d,f
a,c,b,a,a,d,NA,a,d,d,a,b,b,a,e,c,g
a,c,b,d,e,d,b,a,b,a,b,a,f,b,b,d,d
a,c,b,e,f,d,c,a,c,a,b,a,k,b,e,b,f
a,c,b,d,e,d,a,a,a,d,a,a,m,b,e,b,f
a,c,b,a,c,d,b,a,d,a,b,a,b,b,e,d,e
a,c,b,d,c,d,NA,b,NA,NA,a,b,f,b,d,b,a
a,c,b,d,c,d,c,a,c,d,a,b,f,b,d,b,NA
a,c,b,a,g,d,b,b,NA,NA,a,a,k,b,b,d,a
a,c,b,a,c,c,a,a,d,a,b,a,f,b,e,d,f
a,c,b,a,c,d,NA,b,NA,NA,b,a,NA,b,e,a,f
a,c,b,e,d,c,c,a,d,d,b,a,t,b,c,c,c
a,c,b,c,g,d,NA,a,d,a,b,a,j,a,d,a,c
a,c,b,d,d,d,NA,b,NA,NA,b,a,j,a,d,c,f
a,c,b,d,i,d,NA,b,NA,NA,a,b,k,b,d,b,d
a,c,b,b,d,c,b,a,c,a,b,a,f,b,e,d,a
a,c,b,a,e,d,b,a,d,a,a,a,f,b,e,a,g
a,c,b,e,c,d,NA,a,d,d,b,a,f,b,e,d,a
a,c,b,a,c,d,NA,a,c,d,b,a,f,b,e,b,g
a,c,b,e,e,d,d,b,NA,NA,a,a,k,b,e,b,a
a,c,b,e,c,d,c,a,c,d,a,b,f,b,e,a,a
a,c,b,b,d,d,b,a,c,a,b,a,f,b,e,b,a
a,c,b,e,d,d,NA,b,NA,NA,a,a,f,b,e,d,d
a,c,b,a,h,d,NA,b,NA,NA,a,a,m,b,e,b,f
a,c,b,b,e,d,NA,a,d,a,b,a,n,b,e,d,d
a,c,b,e,c,d,NA,a,d,c,b,a,j,b,e,b,f
a,c,b,b,e,a,b,a,b,a,b,a,m,b,e,c,f
a,c,b,a,c,d,d,a,d,a,b,a,f,b,e,d,b
a,c,b,d,c,d,NA,a,d,d,a,a,f,a,d,b,b
a,c,b,a,e,d,c,a,d,a,a,a,m,a,e,b,f
a,c,b,b,c,d,NA,b,NA,NA,b,a,b,b,d,d,f
a,c,b,e,d,c,c,a,d,d,b,a,t,b,c,c,c
a,c,b,b,d,c,b,a,c,d,b,a,f,b,e,d,a
a,c,b,b,e,a,b,a,b,a,b,a,m,b,e,c,f
a,c,b,c,c,d,b,a,a,a,NA,b,k,a,e,b,f
a,c,b,e,f,d,c,b,NA,NA,a,a,j,a,d,a,c
a,c,b,d,f,d,b,b,NA,NA,a,b,j,a,d,c,f
a,c,b,c,f,b,b,a,a,a,b,a,g,a,d,c,d
a,c,b,a,e,d,b,b,NA,NA,b,a,f,b,d,d,f
a,c,b,a,a,c,a,a,a,a,b,a,f,a,e,b,f
a,c,b,d,e,d,NA,a,d,d,b,a,m,b,b,b,a
a,c,b,e,e,c,b,a,c,b,a,a,k,b,f,b,b
a,c,b,e,d,c,d,b,NA,NA,b,a,f,a,e,b,d
a,c,b,e,a,d,b,b,NA,NA,a,b,f,a,c,b,d
a,c,b,d,g,d,NA,b,NA,NA,b,a,f,a,e,b,a
a,c,b,d,d,d,c,b,NA,NA,b,a,f,b,d,b,d
a,d,a,d,c,d,NA,a,d,a,b,a,m,b,e,d,a
a,d,a,d,c,d,c,a,c,a,a,a,l,b,e,b,b
a,d,a,d,c,d,b,a,a,d,a,a,j,b,e,b,e
a,d,a,d,e,d,c,a,c,d,b,a,f,a,d,c,b
a,d,a,d,c,NA,NA,b,NA,NA,b,a,f,a,c,b,g
a,d,a,b,f,c,d,b,NA,NA,b,a,j,b,c,b,d
a,d,a,a,c,d,NA,b,NA,NA,a,a,f,b,f,d,b
a,d,a,e,c,d,NA,a,d,a,b,a,f,b,e,d,b
a,d,a,d,c,d,NA,a,d,a,b,a,f,a,e,b,d
a,d,a,b,d,c,b,a,d,a,a,a,f,a,c,d,e
a,d,a,a,d,d,NA,a,d,a,a,a,b,b,e,d,g
a,d,a,d,c,d,b,a,a,d,a,a,f,b,e,b,b
a,d,a,c,d,a,b,b,NA,NA,a,a,f,a,e,c,a
a,d,a,a,d,d,NA,b,NA,NA,a,a,NA,a,e,d,f
a,d,a,e,e,d,a,a,d,a,b,a,f,b,e,d,b
a,d,a,d,c,a,a,a,b,d,a,a,f,b,c,b,e
a,d,a,a,a,d,NA,a,b,d,a,a,t,a,d,d,f
a,d,a,e,e,d,a,a,d,a,b,a,f,b,e,d,b
a,d,a,d,c,a,a,a,b,d,a,a,f,b,c,b,e
a,d,a,d,c,a,a,a,b,d,a,a,f,b,c,b,e
a,d,a,e,e,d,NA,a,d,a,b,a,f,b,e,d,b
a,d,a,d,c,a,a,a,b,d,a,a,f,b,c,b,e
a,d,a,a,a,d,a,b,NA,NA,a,a,NA,b,d,c,g
a,d,a,a,d,d,NA,a,c,a,b,a,m,b,c,d,a
a,d,a,a,g,c,b,b,NA,NA,a,a,NA,a,e,a,e
a,d,a,d,c,d,NA,b,NA,NA,a,a,m,b,d,a,b
a,d,a,d,c,d,b,a,b,a,b,a,f,b,d,b,b
a,d,a,a,h,d,NA,b,NA,NA,b,a,NA,b,e,c,a
a,d,a,a,f,d,c,a,b,c,a,a,n,b,e,c,f
a,d,a,a,e,d,NA,a,d,a,a,a,f,b,e,c,f
a,d,a,a,e,d,NA,a,c,c,a,a,m,b,e,a,f
a,d,a,b,d,d,NA,b,NA,NA,b,a,f,b,d,b,f
a,d,a,a,d,d,NA,a,a,a,a,b,e,b,e,b,b
a,d,a,c,e,c,c,a,c,a,a,a,t,b,c,c,g
a,d,a,b,e,a,a,a,b,a,a,a,a,b,e,b,b
a,d,a,d,c,d,NA,b,NA,NA,b,a,f,a,e,b,f
a,d,a,a,e,d,NA,b,NA,NA,a,a,f,b,c,d,d
a,d,a,d,c,d,NA,a,c,a,b,a,t,a,d,b,b
a,d,a,e,c,a,a,a,a,a,b,a,t,b,e,b,a
a,d,a,d,c,d,NA,b,NA,NA,a,a,f,b,d,b,f
a,d,a,a,d,d,b,b,NA,a,a,a,f,b,c,a,e
a,d,a,a,d,d,NA,a,d,c,b,a,k,b,c,d,b
a,d,a,a,a,d,a,b,NA,NA,a,a,NA,b,d,c,g
a,d,a,b,c,d,b,b,NA,NA,a,a,f,b,e,b,f
a,d,a,e,g,d,a,b,NA,NA,b,a,f,b,d,b,b
a,d,a,d,e,c,c,a,b,b,a,a,k,a,d,b,f
a,d,a,b,d,d,b,a,d,a,b,a,f,b,e,d,e
a,d,a,e,e,d,c,a,c,c,a,a,b,b,e,d,f
a,d,a,d,c,b,a,a,b,b,b,a,j,a,e,c,c
a,d,a,d,c,d,a,a,b,b,a,a,k,a,d,b,c
a,d,a,d,c,b,b,a,c,a,b,a,m,a,c,b,a
a,d,a,d,c,d,NA,b,NA,NA,a,a,q,b,d,a,d
a,d,a,d,c,b,b,b,NA,b,a,a,j,NA,a,c,a
a,d,a,d,c,b,b,a,a,b,a,a,j,a,a,c,a
a,d,a,d,c,b,b,b,NA,b,a,a,j,NA,a,c,a
a,d,a,d,c,b,b,a,a,b,a,a,j,a,a,c,a
a,d,a,d,c,b,b,b,NA,b,a,a,j,NA,a,c,a
a,d,a,b,d,d,b,a,d,a,a,b,j,b,f,d,d
a,d,a,d,c,b,b,a,a,b,a,a,j,a,a,c,a
a,d,a,a,d,d,NA,a,d,d,b,a,f,b,d,d,a
a,d,b,a,e,d,NA,b,NA,NA,b,a,j,b,c,d,b
a,d,b,d,e,d,NA,b,NA,NA,b,a,j,b,e,b,b
a,d,b,d,f,c,a,b,NA,NA,b,a,f,b,b,d,d
a,d,b,d,c,d,b,b,NA,NA,b,a,NA,b,e,c,b
a,d,b,b,c,b,c,a,b,d,a,b,t,b,e,b,b
a,d,b,a,g,d,b,a,b,a,a,b,j,b,e,b,f
a,d,b,a,a,c,c,b,NA,NA,b,a,b,b,e,d,f
a,d,b,a,c,a,b,b,NA,NA,a,b,j,a,e,d,f
a,d,b,a,c,a,a,a,a,c,a,a,b,b,c,b,f
a,d,b,e,a,d,NA,b,NA,NA,a,a,f,b,c,b,a
a,d,b,d,e,d,a,a,a,c,b,a,j,a,e,d,e
a,d,b,e,d,c,c,a,b,a,a,b,f,a,d,d,b
a,d,b,e,d,d,NA,a,d,c,a,a,f,b,e,d,b
a,d,b,a,d,d,NA,a,a,a,b,a,f,b,e,d,b
a,d,b,a,c,d,NA,a,d,d,a,a,e,b,d,a,g
a,d,b,a,c,d,NA,a,d,d,a,a,e,b,d,a,g
a,d,b,a,c,d,NA,a,d,c,a,a,e,b,d,a,g
a,d,b,a,c,d,NA,a,d,d,a,a,e,b,d,a,g
a,d,b,d,f,d,NA,a,d,d,a,a,m,a,e,c,c
a,d,b,e,b,c,c,b,NA,NA,a,a,c,a,d,b,c
a,d,b,e,i,d,NA,a,c,a,b,a,c,b,e,a,e
a,d,b,b,e,c,c,b,NA,NA,b,a,NA,b,d,c,c
a,d,b,a,f,d,d,b,NA,NA,b,a,f,b,d,d,f
a,d,b,e,e,d,a,a,b,d,a,b,f,b,e,b,e
a,d,b,b,d,b,a,a,d,a,a,a,j,a,d,d,f
a,d,b,b,e,a,a,a,d,a,a,a,NA,b,d,d,b
a,d,b,b,e,d,NA,a,c,d,b,a,f,b,d,d,d
a,d,b,d,c,d,NA,b,NA,NA,b,a,f,b,d,d,f
a,d,b,a,f,d,a,b,NA,NA,b,a,NA,b,e,a,a
a,d,b,e,e,d,NA,a,c,d,b,a,f,a,e,d,f
a,d,b,b,c,d,d,a,c,a,a,a,d,b,d,b,f
a,d,b,c,h,d,b,a,a,a,a,a,f,b,e,b,f
a,d,b,b,c,d,d,b,NA,NA,a,b,k,a,e,c,d
a,d,b,c,g,c,a,a,c,c,b,a,m,b,e,a,e
a,d,b,d,a,b,d,b,NA,NA,a,b,f,a,e,d,f
a,d,b,d,h,b,c,a,a,c,b,a,k,b,c,d,d
a,d,b,e,h,d,c,a,a,a,a,b,f,b,e,d,a
a,d,b,e,g,d,b,a,d,a,b,a,NA,b,e,b,g
a,d,b,c,f,d,d,a,c,b,a,b,f,a,f,b,a
a,d,b,b,e,d,d,a,d,d,a,b,j,b,d,c,b
a,d,b,c,f,d,d,a,c,b,a,b,f,a,f,b,a
a,d,b,b,e,d,d,a,d,d,a,b,j,b,d,c,b
a,d,b,c,f,d,d,b,c,b,a,b,f,a,f,b,a
a,d,NA,e,e,d,NA,a,b,c,a,a,j,b,e,d,b
a,e,a,a,c,d,NA,b,NA,NA,a,b,k,b,d,b,b
a,e,a,b,e,d,d,b,NA,NA,a,a,NA,b,e,d,b
a,e,a,e,c,b,b,a,a,d,a,b,k,a,b,b,d
a,e,a,d,c,d,b,b,NA,NA,a,a,NA,a,e,c,g
a,e,a,d,g,c,b,b,NA,NA,b,a,f,a,e,c,c
a,e,a,d,d,d,NA,b,NA,NA,a,a,f,a,e,c,f
a,e,a,a,a,d,NA,b,NA,NA,a,a,j,a,e,a,a
a,e,a,a,e,d,NA,b,NA,NA,b,b,m,b,d,a,g
a,e,b,d,d,d,NA,a,a,c,b,b,b,a,e,d,f
a,e,b,b,b,a,b,a,a,d,b,b,d,b,e,c,e
a,e,b,a,e,d,NA,b,NA,NA,a,a,j,b,c,b,a
a,e,b,b,e,d,NA,a,b,a,b,a,b,b,c,a,f
a,e,b,e,c,d,b,a,NA,NA,b,a,f,b,f,d,f
a,a,a,a,f,d,NA,a,d,a,a,b,k,a,e,b,b
b,a,a,d,c,d,b,b,NA,NA,b,b,f,b,e,b,f
b,a,a,d,g,d,NA,a,b,a,b,a,t,b,e,b,g
b,a,a,d,g,d,NA,b,NA,NA,a,a,j,a,c,b,b
b,a,a,e,g,d,c,a,b,a,a,a,f,b,f,c,e
b,a,a,a,d,d,a,a,d,a,b,a,f,a,f,b,b
b,a,a,d,b,c,b,a,d,a,b,a,NA,a,d,c,d
b,a,a,e,h,d,b,b,NA,NA,b,a,f,b,f,c,d
b,a,a,e,g,c,b,a,d,b,a,a,f,b,e,a,c
